Text,Translation,Language,Category
Please remove your shirt.,अपनी शर्ट निकाल दें।,Hindi,Medical Instructions
Keep taking deep breaths through your mouth.,अपने मुंह के माध्यम से गहरी साँस लेते रहें।,Hindi,Medical Instructions
"Say ""99"" when I listen with my stethoscope.","""99"" कहते हैं कि जब मैं अपने स्टेथोस्कोप से सुन।",Hindi,Medical Instructions
I'm going to put this cotton bud into your nostril. You will feel strange but it is not painful,"मैं अपने नथुने में इस कपास कली डाल करने के लिए जा रहा हूँ। आप अजीब महसूस होगा, लेकिन यह दर्दनाक नहीं है",Hindi,Medical Instructions
This is to test for coronavirus,यह कोरोना के लिए परीक्षण करने के लिए है,Hindi,Medical Instructions
Tilt your head back,अपने सिर को पीछे झुकाएं,Hindi,Medical Instructions
"If coronavirus positive, we call your phone by tomorrow.","कोरोना सकारात्मक है, तो हम कल तक अपने फोन को कहते हैं।",Hindi,Medical Instructions
"If coronavirus negative, we send you SMS (text) after 3 days","कोरोना नकारात्मक, तो हम आपको एसएमएस (पाठ) 3 दिन के बाद भेज",Hindi,Medical Instructions
"Later, you will do an X-ray","बाद में, आप एक एक्स-रे करना होगा",Hindi,Medical Instructions
There is no sign of infection on your X-ray,आपके एक्स-रे पर संक्रमण का कोई संकेत नहीं है,Hindi,Medical Instructions
You can go back soon.,आप जल्द ही वापस जा सकते हैं।,Hindi,Medical Instructions
"Wait here, do not leave this area","यहाँ रुको, इस क्षेत्र मत छोड़ो",Hindi,Medical Instructions
You have to stay in the hospital for a few days,आप कुछ दिनों के लिए अस्पताल में रहना है,Hindi,Medical Instructions
We need to transfer you to another location.,हम किसी अन्य स्थान पर आप ट्रांसफर करने होंगे।,Hindi,Medical Instructions
I'll give you medicine to make you feel better,मैं तुम्हें दवा आप बेहतर महसूस करने के लिए दे देंगे,Hindi,Medical Instructions
You must not work for next 5 days.,आप अगले 5 दिनों के लिए काम नहीं करना चाहिए।,Hindi,Medical Instructions
You must come back if you have problems with breathing.,यदि आप श्वास के साथ समस्या है वापस आना चाहिए।,Hindi,Medical Instructions
You must come back if you do not recover completely after 5 days,आप वापस आ जाओ अगर आप 5 दिनों के बाद पूरी तरह से ठीक नहीं करना चाहिए,Hindi,Medical Instructions
Read the handout carefully,हैंडआउट को ध्यान से पढ़ें,Hindi,Medical Instructions
Thank you,धन्यवाद,Hindi,Greetings
Good morning / afternoon / evening,सुप्रभात / दोपहर / शाम,Hindi,Greetings
I am the nurse,मैं नर्स हूँ,Hindi,Greetings
I am the doctor,मैं एक डॉक्टर हूं,Hindi,Greetings
You are in the intensive care unit.,आप गहन चिकित्सा कक्ष में हैं।,Hindi,Medical Instructions
Today is Monday,आज सोमवार है,Hindi,Greetings
Today is Tuesday,आज मंगलवार है,Hindi,Greetings
Today is Wednesday,आज बुधवार है,Hindi,Greetings
Today is Thursday,आज गुरूवार है,Hindi,Greetings
Today is Friday,आज शुक्रवार है,Hindi,Greetings
Today is Saturday,आज शनिवार है,Hindi,Greetings
Today is Sunday,आज रविवार है,Hindi,Greetings
You are getting better,तुम ठीक हो रहे हो,Hindi,Greetings
We will remove the breathing tube when you are better,जब आप बेहतर कर रहे हैं हम श्वास नली निकाल देंगे,Hindi,Medical Instructions
You can talk after we remove the breathing tube,आप हम श्वास नली को दूर करने के बाद बात कर सकते हैं,Hindi,Medical Instructions
Take a deep breath,एक गहरी सास लो,Hindi,Medical Instructions
Give me a big cough,मुझे एक बड़ा खांसी दें,Hindi,Medical Instructions
Don’t struggle,संघर्ष मत करो,Hindi,Medical Instructions
Don’t move,हिलने नहीं दें,Hindi,Medical Instructions
Lift up your arm,अपने हाथ उठाकर,Hindi,Medical Instructions
Lift up your leg,अपने पैर उठाकर,Hindi,Medical Instructions
Squeeze my hand,मेरे हाथ निचोड़,Hindi,Medical Instructions
Show me two fingers,मुझे दो उंगलियों दिखाएँ,Hindi,Medical Instructions
Open your mouth,अपना मुहँ खोलो,Hindi,Medical Instructions
Stick out your tongue,अपनी जीभ बाहर निकालना,Hindi,Medical Instructions
Open your eyes,अपनी आँखें खोलो,Hindi,Medical Instructions
I’m going to shine a light into your eyes. It will be bright.,मैं अपने आँखों में प्रकाश डालने के लिए जा रहा हूँ। यह उज्ज्वल हो जाएगा।,Hindi,Medical Instructions
Your lungs are weak. We are going to insert a breathing tube to help you breathe,आपके फेफड़े कमजोर हैं। हम आपको साँस लेने में मदद करने के लिए एक श्वास नली डालने के लिए जा रहे हैं,Hindi,Medical Instructions
You are going to sleep now,आप सोने के लिए अब जा रहे हैं,Hindi,Medical Instructions
We are turning you onto your belly to help your lungs expand,हम मदद करने के लिए आपके फेफड़ों का विस्तार अपने पेट पर आप बदल रहे हैं,Hindi,Medical Instructions
We are inserting a tube to help you pass urine,हम मदद करने के लिए एक ट्यूब डालने कर रहे हैं आप मूत्र त्याग,Hindi,Medical Instructions
We are inserting a tube through your nose,हम अपनी नाक के माध्यम से एक ट्यूब डालने कर रहे हैं,Hindi,Medical Instructions
We are going to give you an injection in your neck to give you medications,हम अपनी गर्दन आप दवाओं देने के लिए आप एक इंजेक्शन देने जा रहे हैं,Hindi,Medical Instructions
We are going to give you an injection in your arm to measure your blood pressure,हम अपने रक्तचाप को मापने के लिए अपने हाथ में आप एक इंजेक्शन देने जा रहे हैं,Hindi,Medical Instructions
We will give you sleeping medications.,हम आप सो दवाएं दे देंगे।,Hindi,Medical Instructions
We will give you painkillers.,हम आपको दर्द निवारक दे देंगे।,Hindi,Medical Instructions
We are giving you medication to keep your blood pressure up.,हम आपको अपने रक्तचाप को बनाए रखने के लिए दवा दे रहे हैं।,Hindi,Medical Instructions
We are going to remove the breathing tube.,हम श्वास नली को दूर करने के लिए जा रहे हैं।,Hindi,Medical Instructions
We are going to suck out your phlegm,हम आपके कफ बाहर चूसना करने के लिए जा रहे हैं,Hindi,Medical Instructions
We are going to clean you with a sponge,हम एक स्पंज के साथ आप साफ करने के लिए जा रहे हैं,Hindi,Medical Instructions
Turn left,बाएँ मुड़ें,Hindi,Medical Instructions
Turn right,दायें मुड़ो,Hindi,Medical Instructions
We will change your diapers,हम अपने डायपर बदल जाएगा,Hindi,Medical Instructions
Lift up your leg,अपने पैर उठाकर,Hindi,Medical Instructions
