Text,Translation,Language,Category
Head,Kepala,Malay / Bahasa Melayu,Basic Terms
eyes,Mata,Malay / Bahasa Melayu,Basic Terms
ears,Telinga,Malay / Bahasa Melayu,Basic Terms
nose,Hidung,Malay / Bahasa Melayu,Basic Terms
mouth,Mulut,Malay / Bahasa Melayu,Basic Terms
throat,Tekak,Malay / Bahasa Melayu,Basic Terms
chest,Dada,Malay / Bahasa Melayu,Basic Terms
abdomen,Perut,Malay / Bahasa Melayu,Basic Terms
back,Belakang,Malay / Bahasa Melayu,Basic Terms
arms,Lengan,Malay / Bahasa Melayu,Basic Terms
legs,Kaki,Malay / Bahasa Melayu,Basic Terms
feet,Kaki,Malay / Bahasa Melayu,Basic Terms
1 - one,satu,Malay / Bahasa Melayu,Basic Terms
2 - two,dua,Malay / Bahasa Melayu,Basic Terms
3 - three,tiga,Malay / Bahasa Melayu,Basic Terms
4 - four,empat,Malay / Bahasa Melayu,Basic Terms
5 - five,lima,Malay / Bahasa Melayu,Basic Terms
6 - six,enam,Malay / Bahasa Melayu,Basic Terms
7 - seven,tujuh,Malay / Bahasa Melayu,Basic Terms
8 - eight,lapan,Malay / Bahasa Melayu,Basic Terms
9 - nine,sembilan,Malay / Bahasa Melayu,Basic Terms
10 - ten,sepuluh,Malay / Bahasa Melayu,Basic Terms
0 - zero,kosong,Malay / Bahasa Melayu,Basic Terms
January,Januari,Malay / Bahasa Melayu,Basic Terms
Feb,Februari,Malay / Bahasa Melayu,Basic Terms
March,Mac,Malay / Bahasa Melayu,Basic Terms
April,April,Malay / Bahasa Melayu,Basic Terms
May,Mei,Malay / Bahasa Melayu,Basic Terms
June,Jun,Malay / Bahasa Melayu,Basic Terms
July,Julai,Malay / Bahasa Melayu,Basic Terms
August,Ogos,Malay / Bahasa Melayu,Basic Terms
September,September,Malay / Bahasa Melayu,Basic Terms
October,Oktober,Malay / Bahasa Melayu,Basic Terms
November,November,Malay / Bahasa Melayu,Basic Terms
December,Disember,Malay / Bahasa Melayu,Basic Terms
I am a doctor. I do not speak Nepalese. I will communicate with you using this website. Answer me in English as much as possible. Thank you.,म डाक्टर हुन्. मलाई नेपाली बोल्न आउदैन. म तपाइँसंग यो वेबसाइट मार्फत कुरा गर्नेछु. मलाई सकेसम्म अंग्रेजीमा जवाफ दिनु होला. धन्यबाद.,Nepalese /  नेपाली,Greetings
What's your name?,तपाईको नाम के हो?,Nepalese /  नेपाली,Greetings
Please give me your Identitification Card / Work Permit,तपाइँ को परिचय कार्ड / कामको परमिट दिनुस.,Nepalese /  नेपाली,Greetings
"In the last 14 days, did you meet anyone who has coronavirus?","बिगत १४ दिनदेखि, तपाइले कोरोना भाइरस लागेको कुनै मानिसलाई भेट्नु भएको छ?",Nepalese /  नेपाली,Contact with Others
Who? What is your relationship with them?,को हुन् ? तपाइको नाता के पर्छ त्यो मानिस संग?,Nepalese /  नेपाली,Contact with Others
How many days ago did you meet them? (There is a number chart in the sidebar if they cannot answer),कति दिन अघि भेट्नु भएको?,Nepalese /  नेपाली,Contact with Others
How long were you with him/her?,कति दिनसम्म तपाइले त्यो मानिससंग भेट्नु भयो?,Nepalese /  नेपाली,Contact with Others
"In the last 14 days, did you travel out of Singapore? If yes, tell us the countries in English.","बिगत १४ दिनमा, तपाइँ सिंगापुर बाट बाहिर भ्रमण गर्न जानु भएको छ ? हो भने, देशहरु को नाम अंग्रेजी मा भन्नुस.",Nepalese /  नेपाली,Contact with Others
Do you have a fever?,तपाईलाई ज्वोर छ?,Nepalese /  नेपाली,Symptoms
"How many days?
(You may use this for multiple symptoms)",कति दिन भयो ज्वोर भएको?,Nepalese /  नेपाली,Symptoms
"Did you measure it with a thermometer? If you did, what was the highest reading?","थर्मोमीटर ले ज्वोर नाप्नु भएको छ? यदि छ भने, सबैभन्दा बढी ज्वरो कतिसम्मको आएको छ?",Nepalese /  नेपाली,Symptoms
Runny nose?,नाक बगिरहेको छ?,Nepalese /  नेपाली,Symptoms
Cough?,खोकी ?,Nepalese /  नेपाली,Symptoms
Sore throat?,घाती दुखेको छ?,Nepalese /  नेपाली,Symptoms
Difficulty breathing?,सांस फेर्न गार्हो छ?,Nepalese /  नेपाली,Symptoms
Do you have diarrhoea? How many times a day?,झाडा भएको छ? दिनको कति चोटी?,Nepalese /  नेपाली,Symptoms
Rash?,छाला मा कुनै समस्या,Nepalese /  नेपाली,Symptoms
"Any pain? Specifically, any chest pain?",कतै दुखेको छ? छाती दुखेको छ?,Nepalese /  नेपाली,Symptoms
Point to the place.,औंला ले देखाउनुस.,Nepalese /  नेपाली,Symptoms
Do you have any past medical history?,पहिले स्वास्थ को समस्या थियो?,Nepalese /  नेपाली,Medical Conditions
Please point to which ones.,औंला ले देखाउनुस.,Nepalese /  नेपाली,Medical Conditions
Asthma,दम,Nepalese /  नेपाली,Medical Conditions
Pneumonia,न्यूमोनिया,Nepalese /  नेपाली,Medical Conditions
Hypertension,उच्च रक्तचाप,Nepalese /  नेपाली,Medical Conditions
Hyperlipidemia,हाइपरलिपीडेमिया,Nepalese /  नेपाली,Medical Conditions
Diabetes,मधुमेह,Nepalese /  नेपाली,Medical Conditions
Heart problems,मुटु को रोग,Nepalese /  नेपाली,Medical Conditions
Kidney problems,किड्नी को रोग,Nepalese /  नेपाली,Medical Conditions
Loss of taste,स्वाद नहुने,Nepalese /  नेपाली,Symptoms
Lost of Smell,सुँघ्न नसक्ने,Nepalese /  नेपाली,Symptoms
Do you have a drug allergy?,कुनै औसधिको अय्लार्जी छ?,Nepalese /  नेपाली,Medical Conditions
"Do you smoke? If yes, how many cigarettes a day?","चुरोट खानु हुन्छ? यदि हो भने, दिनको कति चुरोट खानु हुन्छ?",Nepalese /  नेपाली,Medical Conditions
"Do you drink? If yes, how much (number of bottles a week, type of alcohol)?","रक्सि पिउनु हुन्छ? यदि हो भने , हफ्ता को कति जति पिउनु हुन्छ ? कति बोतल र कस्तो रक्सि?",Nepalese /  नेपाली,Medical Conditions
"If you have any other problems, you can tell me in English.",अरु कुनै स्वास्थ सम्बन्धि समस्या छ? अंग्रेजीमा भन्नुस.,Nepalese /  नेपाली,Medical Conditions
I’m going to examine you.,म अब तपाइलाई जाच्छु.,Nepalese /  नेपाली,Medical Instructions
Tell me if you feel more pain.,कतै बढी दुख्यो भने भन्नु होला.,Nepalese /  नेपाली,Medical Instructions
Please remove your shirt.,कृपया आफ्नो सर्त निकाल्नुस .,Nepalese /  नेपाली,Medical Instructions
Keep taking deep breaths through your mouth.,गहिरो स्वास लिदै गर्नुस.,Nepalese /  नेपाली,Medical Instructions
"Say ""99"" when I listen with my stethoscope.","मैले स्थेतोस्कोप बाट सुन्दा , कृपया ""99"" भन्नुस.",Nepalese /  नेपाली,Medical Instructions
I'm going to put this cotton bud into your nostril. You will feel strange but it is not painful,मा यो कपासको सिन्का तपाइको नाकमा राख्नेछु . तपाइलाई बिचित्र लाग्ला तर दुख्ने छैन .,Nepalese /  नेपाली,Medical Instructions
This is to test for coronavirus,यो कोरोनाभैरस टेस्ट गर्न को लागि गरेको हो .,Nepalese /  नेपाली,Medical Instructions
Tilt your head back,टाउको पछाडी लग्नुस्.,Nepalese /  नेपाली,Medical Instructions
"If coronavirus positive, we call your phone by tomorrow.","तपाई कोरोनाभाइरस पोजिटिभ हुनु भयो भने , भोलि फोन गर्नेछौं.",Nepalese /  नेपाली,Medical Instructions
"If coronavirus negative, we send you SMS (text) after 3 days","तपाई कोरोनाभाइरस नेगतिभ हुनु भयो भने, तपाइलाई ३ दिन पछि SMS (टेक्स्ट) गर्नेछौं.",Nepalese /  नेपाली,Medical Instructions
"Later, you will do an X-ray",पछि तपाई को X-ray गरिनेछ.,Nepalese /  नेपाली,Medical Instructions
There is no sign of infection on your X-ray,तपाइको X-ray मा इन्फेक्सन को कुनै चिन्ह छैन.,Nepalese /  नेपाली,Medical Instructions
You can go back soon.,तपाई चाडै घर फिर्ता जान सक्नु हुने छ.,Nepalese /  नेपाली,Medical Instructions
"Wait here, do not leave this area","यहा कुर्नुस , यो ठाउँ बाट नसर्नु होला.",Nepalese /  नेपाली,Medical Instructions
You have to stay in the hospital for a few days,तपाई अर्को केहि दिन अस्पताल मा बस्नु पर्ने हुन्छ.,Nepalese /  नेपाली,Medical Instructions
We need to transfer you to another location.,हामीले तपाइलाई अर्को ठाउमा सार्नु पर्ने भएको छ.,Nepalese /  नेपाली,Medical Instructions
I'll give you medicine to make you feel better,म तपाइलाई औसधि दिन्छु . यो औसधि ले तपाइलाई सन्चो गराउने छ,Nepalese /  नेपाली,Medical Instructions
You must not work for next 5 days.,तपाइले अर्को ५ दिनसम्म काम गर्नु हुदैन.,Nepalese /  नेपाली,Medical Instructions
You must come back if you have problems with breathing.,सास फेर्न गार्हो हुन थाल्यो भने तपाई यहा फिर्ता आउनु पर्छ .,Nepalese /  नेपाली,Medical Instructions
You must come back if you do not recover completely after 5 days,५ दिन भित्र सन्चो भएन भने तपाइँ यहा फिर्ता आउनु पर्छ.,Nepalese /  नेपाली,Medical Instructions
Read the handout carefully,यो पर्चा रामरी पढ्नुस,Nepalese /  नेपाली,Medical Instructions
Thank you,धन्यबाद,Nepalese /  नेपाली,Greetings
Good morning / afternoon / evening,शुभ प्रभात / दिउसो / सांझ,Nepalese /  नेपाली,Greetings
I am the nurse,म नर्स हू,Nepalese /  नेपाली,Greetings
I am the doctor,म डाक्टर हु,Nepalese /  नेपाली,Greetings
You are in the intensive care unit.,तपाई आइसीयु मा हुनुहुन्छ,Nepalese /  नेपाली,Medical Instructions
Today is Monday,आज सोमबार हो,Nepalese /  नेपाली,Greetings
Today is Tuesday,आज मंगलबार हो,Nepalese /  नेपाली,Greetings
